Row	Anon Student Id	Problem Hierarchy	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	Step Duration (sec)	Correct Step Duration (sec)	Error Step Duration (sec)	Correct First Attempt	Incorrects	Hints	Corrects	KC(SubSkills)	Opportunity(SubSkills)
1095198	2504u0qvwylt	Unit DIVIDING-MULTIPLE-WHOLES, Section DIVIDING-MULTIPLE-WHOLES-1	POWS1H19	1	Exercise1:Item2:5	2006-12-18 16:37:27.0	2006-12-18 16:37:29.0	2006-12-18 16:37:29.0	2006-12-18 16:37:29.0	2	2		1	0	0	1		
1097786	2504u0qvwylt	Unit DIVIDING-GROUPS, Section DIVIDING_GROUPS-2	POG2-01-7	1	IdentifyGroups	2007-01-17 16:48:31.0	2007-01-17 16:48:32.0	2007-01-17 16:48:32.0	2007-01-17 16:48:32.0	1	1		1	0	0	1	Identify number of desired groups	17
1098334	2504u0qvwylt	Unit EQUIVALENT-FRACTIONS, Section EQUIVALENT-FRACTIONS-4	EQFRAC4-096	1	DivideBy	2007-02-01 16:33:10.0	2007-02-01 16:33:34.0	2007-02-01 16:33:34.0	2007-02-01 16:33:34.0	24	24		1	0	0	1	Identify GCF in written question	14
1098992	2504u0qvwylt	Unit FRACTION-OPERATIONS-1, Section FRACTION-OPERATIONS-I-3	FRACOPS3S35-04	1	Fraction2:1	2007-02-26 17:11:32.0	2007-02-26 17:11:36.0	2007-02-26 17:11:36.0	2007-02-26 17:11:36.0	4	4		1	0	0	1		
1099415	25054vb8i8wk	Unit PICTURE-ALGEBRA-1, Section PICTURE-ALGEBRA-I-3	PICTALG3MU008	1	LargerBar	2007-03-01 16:55:15.0	2007-03-01 16:55:31.0	2007-03-01 16:55:31.0	2007-03-01 16:55:31.0	16	16		1	0	0	1	Enter larger inital in diagram -- calculated	5
1099943	2507h08s79z3	Unit PICTURE-ALGEBRA-1, Section PICTURE-ALGEBRA-I-2	PICTALG2SU382	1	Difference	2007-01-08 17:01:42.0	2007-01-08 17:01:45.0	2007-01-08 17:01:45.0	2007-01-08 17:01:45.0	3	3		1	0	0	1	Enter subtracted quantity in diagram	10
1100665	2507h08s79z3	Unit LCM, Section lcm-2	LCM-C-08-09	1	LCMCheckbox1:6	2007-02-01 16:45:15.0	2007-02-01 16:45:16.0	2007-02-01 16:45:16.0	2007-02-01 16:45:16.0	0.5	0.5		1	0	0	1	Identify number as common multiple	242
1101267	2507h08s79z3	Unit GCF, Section gcf-2	GCF-C-04-06	2	GCFCheckbox2:2	2007-02-21 16:47:49.0	2007-02-21 16:47:51.0	2007-02-21 16:47:51.0	2007-02-21 16:47:51.0	2	2		1	0	0	1	Identify number as common factor	177
1101559	2507h08s79z3	Unit REPRESENTING-FRACTIONS, Section REPRESENTING-FRACTIONS-2	POW2C50	1	Fraction	2007-03-01 16:55:25.0	2007-03-01 16:55:32.0	2007-03-01 16:55:32.0	2007-03-01 16:55:32.0	7	7		1	0	0	1	Identify Fraction using fraction shape	13
1101687	2507upfkosm3	Unit PICTURE-ALGEBRA-1, Section PICTURE-ALGEBRA-I-2	PICTALG2SU031	1	Label:2	2006-11-06 16:28:53.0	2006-11-06 16:29:08.0	2006-11-06 16:29:08.0	2006-11-06 16:29:08.0	5	5		1	0	0	1		
1102422	2507upfkosm3	Unit LCM, Section lcm-1	LCM-09-15	1	LCMCheckbox1:1	2006-11-27 16:34:18.0	2006-11-27 16:34:24.0	2006-11-27 16:34:24.0	2006-11-27 16:34:24.0	6	6		1	0	0	1	Identify number as common multiple	315
1104370	2507upfkosm3	Unit GCF, Section gcf-2	GCF-C-16-20	1	MorePairs1:3	2006-12-18 16:32:36.0	2006-12-18 16:32:40.0	2006-12-18 16:32:40.0	2006-12-18 16:46:54.0	7	7		1	0	0	2		
1105981	2507upfkosm3	Unit REPRESENTING-FRACTIONS, Section REPRESENTING-FRACTIONS-6	POW6N18	1	Fraction	2007-01-25 16:36:48.0	2007-01-25 16:36:52.0	2007-01-25 16:36:52.0	2007-01-25 16:36:52.0	4	4		1	0	0	1	Identify fraction using number line	17
1108969	2507upfkosm3	Unit DIVIDING-MULTIPLE-WHOLES, Section DIVIDING-MULTIPLE-WHOLES-2	POWS2C05	1	Exercise2:Item4:2	2007-02-21 17:04:59.0	2007-02-21 17:05:02.0	2007-02-21 17:05:02.0	2007-02-21 17:05:02.0	3	3		1	0	0	1		
1110514	2507upfkosm3	Unit DIVIDING-GROUPS, Section DIVIDING_GROUPS-2	POG2-17-1	1	DragMarble:2	2007-03-01 17:09:10.0	2007-03-01 17:09:12.0	2007-03-01 17:09:12.0	2007-03-01 17:09:12.0	2	2		1	0	0	1		
1110765	250904yyb1v7	Unit PICTURE-ALGEBRA-1, Section PICTURE-ALGEBRA-I-2	PICTALG2SU536	1	Difference	2006-11-30 16:57:38.0	2006-11-30 16:57:49.0	2006-11-30 16:57:49.0	2006-11-30 16:57:49.0	11	11		1	0	0	1	Enter subtracted quantity in diagram	5
1111251	250904yyb1v7	Unit LCM, Section lcm-2	LCM-C-08-16	1	LCMCheckbox2:1	2007-01-04 16:52:10.0	2007-01-04 16:52:17.0	2007-01-04 16:52:17.0	2007-01-04 16:52:17.0	7	7		1	0	0	1	Identify number as common multiple	145
1111960	250904yyb1v7	Unit GCF, Section gcf-2	GCF-C-32-44	1	MorePairs1:2	2007-02-01 16:43:51.0	2007-02-01 16:43:54.0	2007-02-01 16:43:54.0	2007-02-01 16:43:54.0	3	3		1	0	0	1		
1112357	250904yyb1v7	Unit REPRESENTING-FRACTIONS, Section REPRESENTING-FRACTIONS-4	POG4W-01-0	1	IdentifyGroups	2007-02-21 16:57:48.0	2007-02-21 16:57:58.0	2007-02-21 16:57:58.0	2007-02-21 16:57:58.0	10	10		1	0	0	1	Identify number of desired groups--construct	1
1113006	250904yyb1v7	Unit DIVIDING-MULTIPLE-WHOLES, Section DIVIDING-MULTIPLE-WHOLES-1	POWS1H24	1	Exercise1:Item4:6	2007-02-28 17:02:43.0	2007-02-28 17:02:45.0	2007-02-28 17:02:45.0	2007-02-28 17:02:45.0	2	2		1	0	0	1		
1113543	250b9y5gd1lu	Unit LCM, Section lcm-2	LCM-C-16-20	1	OptionalTasks	2007-01-11 16:58:55.0	2007-01-11 16:58:57.0	2007-01-11 16:58:57.0	2007-01-11 16:58:57.0	2	2		1	0	0	1		
1114883	250b9y5gd1lu	Unit GCF, Section gcf-1	GCF-04-14	1	Question1	2007-02-05 16:57:51.0	2007-02-05 16:57:55.0	2007-02-05 16:57:55.0	2007-02-05 16:57:55.0	4	4		1	0	0	1	Identify GCF	24
1115309	250f13gtbcsi	Unit LCM, Section lcm-1	LCM-03-09	1	LCMFactor2:2	2006-11-06 16:42:08.0	2006-11-06 16:42:10.0	2006-11-06 16:42:10.0	2006-11-06 16:42:10.0	2	2		1	0	0	1	List consecutive multiples of a number	115
1116947	250f13gtbcsi	Unit GCF, Section gcf-2	GCF-C-12-16	1	Question3	2006-12-18 16:44:51.0	2006-12-18 16:44:56.0	2006-12-18 16:44:56.0	2006-12-18 16:44:56.0	5	5		1	0	0	1	Identify number of items in each group from GCF	49
1117231	250f13gtbcsi	Unit REPRESENTING-FRACTIONS, Section REPRESENTING-FRACTIONS-3	POG3W-55-0	1	FractionSecond	2007-01-08 16:48:45.0	2007-01-08 16:48:50.0	2007-01-08 16:48:50.0	2007-01-08 16:48:50.0	5	5		1	0	0	1	Identify fraction of desired items	10
1120047	250f13gtbcsi	Unit DIVIDING-MULTIPLE-WHOLES, Section DIVIDING-MULTIPLE-WHOLES-3	POWS3V09	1	Exercise2:Item1:4	2007-02-01 16:38:31.0	2007-02-01 16:38:32.0	2007-02-01 16:38:32.0	2007-02-01 16:38:32.0	1	1		1	0	0	1		
1120542	250f13gtbcsi	Unit DIVIDING-GROUPS, Section DIVIDING_GROUPS-3	POG3-09-2-1	1	IdentifyGroups2	2007-02-21 17:03:04.0	2007-02-21 17:03:13.0	2007-02-21 17:03:13.0	2007-02-21 17:03:13.0	9	9		1	0	0	1	Enter group numerator	25
1120716	250f13gtbcsi	Unit EQUIVALENT-FRACTIONS, Section EQUIVALENT-FRACTIONS-2	EQFRAC2E001-6	1	MultiplyBy	2007-03-01 16:54:23.0	2007-03-01 16:54:28.0	2007-03-01 16:54:28.0	2007-03-01 16:54:28.0	5	5		1	0	0	1	Identify multiplier in written question -- number line	3
1121126	250hx12sk2s7	Unit PICTURE-ALGEBRA-1, Section PICTURE-ALGEBRA-I-1	PICTALG1AU483	1	Bar2	2007-01-11 16:57:08.0	2007-01-11 16:57:11.0	2007-01-11 16:57:15.0	2007-01-11 16:57:15.0	7		7	0	2	0	1	Draw larger bar -- addition/subtraction	11
1121860	250hx12sk2s7	Unit LCM, Section lcm-2	LCM-C-06-07	1	LCMCheckbox2:4	2007-03-01 16:43:50.0	2007-03-01 16:43:51.0	2007-03-01 16:43:51.0	2007-03-01 16:43:51.0	1	1		1	0	0	1	Identify number as common multiple	232
1123200	250j0x4sx3tt	Unit GCF, Section gcf-2	GCF-C-28-40	1	GCFCheckbox1:5	2006-12-14 17:04:38.0	2006-12-14 17:04:39.0	2006-12-14 17:04:39.0	2006-12-14 17:04:39.0	1	1		1	0	0	1	Identify number as common factor	417
1123812	250jf8nullmo	Unit LCM, Section lcm-2	LCM-C-06-08	1	GeneralHelpGoalNode	2006-11-02 17:05:37.0	2006-11-02 17:05:42.0		2006-11-02 17:05:42.0	5		5	0	0	0	0		
1124999	250jf8nullmo	Unit GCF, Section gcf-2	GCF-C-18-40	1	FactorPairBox:2:2	2006-12-07 16:41:54.0	2006-12-07 16:41:57.0	2006-12-07 16:41:57.0	2006-12-07 16:41:57.0	3	3		1	0	0	1	List factor of large number	159
1125731	250jf8nullmo	Unit REPRESENTING-FRACTIONS, Section REPRESENTING-FRACTIONS-5	POW5N08	1	EachPart	2006-12-18 16:59:29.0	2006-12-18 16:59:34.0	2006-12-18 16:59:34.0	2006-12-18 16:59:34.0	5	5		1	0	0	1	Identify fraction associated with each segment of a number line	8
1127377	250jf8nullmo	Unit DIVIDING-MULTIPLE-WHOLES, Section DIVIDING-MULTIPLE-WHOLES-3	POWS3V28	1	Exercise1:Item1:4	2007-01-11 16:59:55.0	2007-01-11 16:59:58.0	2007-01-11 17:00:00.0	2007-01-11 17:00:00.0	5		5	0	1	0	1		
1128475	250jf8nullmo	Unit DIVIDING-GROUPS, Section DIVIDING_GROUPS-3	POG3-06-16-1	1	IdentifyGroups	2007-01-25 17:08:12.0	2007-01-25 17:08:56.0	2007-01-25 17:08:56.0	2007-01-25 17:08:56.0	22	22		1	0	0	1	Identify number of desired groups	23
1128659	250jf8nullmo	Unit EQUIVALENT-FRACTIONS, Section EQUIVALENT-FRACTIONS-1	EQFRAC1S001-12	1	MultiplyBy	2007-02-28 17:05:11.0	2007-02-28 17:06:50.0	2007-02-28 17:06:50.0	2007-02-28 17:06:50.0	99	99		1	0	0	1	Identify multiplier in written question -- rectangle	7
1129054	250jl4wbh22q	Unit PICTURE-ALGEBRA-1, Section PICTURE-ALGEBRA-I-1	PICTALG1AU023	1	FirstAnswer	2007-01-25 16:43:08.0	2007-01-25 16:43:15.0	2007-01-25 16:43:15.0	2007-01-25 16:43:15.0	7	7		1	0	0	1	Enter quantity from diagram by reading	51
1129276	250k3q2llsfu	Unit GCF, Section gcf-2	GCF-C-08-16	1	FactorPairBox:2:3	2006-11-06 13:07:12.0	2006-11-06 13:07:18.0	2006-11-06 13:07:18.0	2006-11-06 13:07:18.0	6	6		1	0	0	1		
1129665	250k3q2llsfu	Unit REPRESENTING-FRACTIONS, Section REPRESENTING-FRACTIONS-3	POG3W-01-0	1	GeneralHelpGoalNode	2006-11-13 13:31:42.0	2006-11-13 13:31:44.0		2006-11-13 13:31:51.0	9		9	0	0	0	0		
1133008	250k3q2llsfu	Unit DIVIDING-MULTIPLE-WHOLES, Section DIVIDING-MULTIPLE-WHOLES-3	POWS3H31	1	Exercise1:Item1:3	2006-12-07 13:32:44.0	2006-12-07 13:32:46.0	2006-12-07 13:32:46.0	2006-12-07 13:32:46.0	2	2		1	0	0	1		
1133964	250k3q2llsfu	Unit DIVIDING-GROUPS, Section DIVIDING_GROUPS-3	POG3-25-2-0	1	HowManyPink2	2007-01-04 13:35:00.0	2007-01-04 13:35:03.0	2007-01-04 13:35:03.0	2007-01-04 13:35:03.0	3	3		1	0	0	1	Enter items numerator	37
1134608	250k3q2llsfu	Unit EQUIVALENT-FRACTIONS, Section EQUIVALENT-FRACTIONS-6	EQFRAC6E001-003	1	CommonDenominator	2007-01-25 13:43:44.0	2007-01-25 13:44:02.0	2007-01-25 13:44:07.0	2007-01-25 13:44:07.0	23		23	0	2	0	1	Identify common denominator	30
1135294	250k3q2llsfu	Unit FRACTION-OPERATIONS-1, Section FRACTION-OPERATIONS-I-2	FRACOPS2S33-32	1	SecondAddend	2007-02-27 12:57:43.0	2007-02-27 12:57:47.0	2007-02-27 12:57:47.0	2007-02-27 12:57:47.0	4	4		1	0	0	1	Represent second fraction on number line as difference	15
1136067	250kpkxg0nc4	Unit GCF, Section gcf-2	GCF-C-15-18	1	GCFCheckbox1:3	2006-11-27 16:33:46.0	2006-11-27 16:33:52.0	2006-11-27 16:33:52.0	2006-11-27 16:33:52.0	6	6		1	0	0	1	Identify number as common factor	173
1136428	250kpkxg0nc4	Unit REPRESENTING-FRACTIONS, Section REPRESENTING-FRACTIONS-1	POW1S48	1	Shape1:8	2006-12-07 17:07:59.0	2006-12-07 17:08:01.0	2006-12-07 17:08:01.0	2006-12-07 17:08:01.0	2	2		1	0	0	1		
1139086	250kpkxg0nc4	Unit DIVIDING-MULTIPLE-WHOLES, Section DIVIDING-MULTIPLE-WHOLES-2	POWS2H07	1	Question1	2007-01-22 16:48:30.0	2007-01-22 16:48:38.0	2007-01-22 16:48:38.0	2007-01-22 16:48:38.0	8	8		1	0	0	1	Identify number of items	98
1140371	250kpkxg0nc4	Unit DIVIDING-GROUPS, Section DIVIDING_GROUPS-2	POG2-08-3	1	HowManyInEach	2007-02-21 17:10:20.0	2007-02-21 17:10:25.0	2007-02-21 17:10:25.0	2007-02-21 17:10:25.0	5	5		1	0	0	1	Identify number of items in each group	13
1140734	250nb50j8ri4	Unit GCF, Section gcf-2	GCF-C-08-18	1	GCFCheckbox2:6	2006-11-16 16:46:55.0	2006-11-16 16:47:03.0	2006-11-16 16:47:05.0	2006-11-16 16:47:05.0	10		10	0	1	0	1	Identify number as common factor	37
1141130	250nb50j8ri4	Unit REPRESENTING-FRACTIONS, Section REPRESENTING-FRACTIONS-5	POW5N24	1	EachPart	2006-12-07 16:28:00.0	2006-12-07 16:28:06.0	2006-12-07 16:28:06.0	2006-12-07 16:28:06.0	6	6		1	0	0	1	Identify fraction associated with each segment of a number line	12
1143090	250nb50j8ri4	Unit DIVIDING-MULTIPLE-WHOLES, Section DIVIDING-MULTIPLE-WHOLES-2	POWS2S03	1	Exercise1:Item4:3	2006-12-21 16:56:06.0	2006-12-21 16:56:08.0	2006-12-21 16:56:08.0	2006-12-21 16:56:08.0	2	2		1	0	0	1		
1144568	250nb50j8ri4	Unit DIVIDING-GROUPS, Section DIVIDING_GROUPS-3	POG3-07-2-1	1	GeneralHelpGoalNode	2007-01-17 17:02:17.0	2007-01-17 17:02:21.0		2007-01-17 17:02:26.0	9		9	0	0	0	0		
1144941	250nb50j8ri4	Unit EQUIVALENT-FRACTIONS, Section EQUIVALENT-FRACTIONS-5	EQFRAC5ER001-023	1	CompareOriginal	2007-02-05 16:47:45.0	2007-02-05 16:47:49.0	2007-02-05 16:47:49.0	2007-02-05 16:47:49.0	4	4		1	0	0	1	Compare fractions with unlike denominators	3
1145222	250q0t42bwh0	Unit PICTURE-ALGEBRA-1, Section PICTURE-ALGEBRA-I-1	PICTALG1AU161	1	LargerBarBase	2006-11-16 17:06:27.0	2006-11-16 17:06:33.0	2006-11-16 17:06:33.0	2006-11-16 17:06:33.0	6	6		1	0	0	1	Copy initial in diagram	10
1145343	250qvnee92gj	Unit PICTURE-ALGEBRA-1, Section PICTURE-ALGEBRA-I-2	PICTALG2SU237	1	Label:1	2006-11-27 17:04:49.0	2006-11-27 17:08:03.0	2006-11-27 17:08:03.0	2006-11-27 17:08:03.0	64.667	64.667		1	0	0	1		
1145546	250rfj0mie58	Unit PICTURE-ALGEBRA-1, Section PICTURE-ALGEBRA-I-2	PICTALG2SU037	1	InitialQuestion	2007-01-08 17:03:14.0	2007-01-08 17:04:22.0	2007-01-08 17:04:25.0	2007-01-08 17:04:25.0	69		69	0	1	0	1	Identify larger quantity -- subtraction	1
1145976	250rfj0mie58	Unit LCM, Section lcm-1	LCM-02-14	1	LCMFactor1:5	2007-01-17 17:00:26.0	2007-01-17 17:00:28.0	2007-01-17 17:00:28.0	2007-01-17 17:00:28.0	2	2		1	0	0	1	List consecutive multiples of a number	159
1146788	250rfj0mie58	Unit GCF, Section gcf-2	GCF-C-42-50	1	GCFCheckbox1:1	2007-02-05 16:50:19.0	2007-02-05 16:50:22.0	2007-02-05 16:50:22.0	2007-02-05 16:50:22.0	3	3		1	0	0	1	Identify number as common factor	202
1147755	250vhp27z2s0	Unit LCM, Section lcm-1	LCM-12-18	1	LCMCheckbox2:3	2006-11-09 13:29:42.0	2006-11-09 13:29:57.0	2006-11-09 13:29:57.0	2006-11-09 13:29:57.0	15	15		1	0	0	1	Identify number as common multiple	246
1148910	250vhp27z2s0	Unit GCF, Section gcf-1	GCF-18-32	1	GCFCheckbox2:1	2006-11-30 13:16:57.0	2006-11-30 13:16:59.0	2006-11-30 13:16:59.0	2006-11-30 13:16:59.0	2	2		1	0	0	1	Identify number as common factor	318
1149978	250vhp27z2s0	Unit REPRESENTING-FRACTIONS, Section REPRESENTING-FRACTIONS-4	POG4W-11-0	1	DragMarble:4	2006-12-14 13:06:02.0	2006-12-14 13:06:04.0	2006-12-14 13:06:04.0	2006-12-14 13:06:04.0	2	2		1	0	0	1		
1152214	250vhp27z2s0	Unit DIVIDING-MULTIPLE-WHOLES, Section DIVIDING-MULTIPLE-WHOLES-3	POWS3C32	1	Exercise1:Item1:4	2007-01-17 13:27:24.0	2007-01-17 13:27:26.0	2007-01-17 13:27:26.0	2007-01-17 13:27:26.0	2	2		1	0	0	1		
1152729	250vhp27z2s0	Unit DIVIDING-GROUPS, Section DIVIDING_GROUPS-3	POG3-09-19-1	1	HowManyInEach	2007-01-22 13:16:50.0	2007-01-22 13:17:11.0	2007-01-22 13:18:02.0	2007-01-22 13:18:02.0	65		65	0	3	1	1	Identify number of items in each group	36
1153202	250vhp27z2s0	Unit EQUIVALENT-FRACTIONS, Section EQUIVALENT-FRACTIONS-3	EQFRAC3-051	1	Fraction:FigureAnswer	2007-02-05 13:33:57.0	2007-02-05 13:34:06.0	2007-02-05 13:34:06.0	2007-02-05 13:34:06.0	9	9		1	0	0	1	Label equivalent fraction in visual	39
1153376	250vmio9lduc	Unit REPRESENTING-FRACTIONS, Section REPRESENTING-FRACTIONS-5	POW5N52	1	FractionSelected	2006-11-02 15:54:13.0	2006-11-02 15:54:19.0	2006-11-02 15:54:19.0	2006-11-02 15:54:19.0	6	6		1	0	0	1	Represent fraction using number line	4
1154774	250vmio9lduc	Unit DIVIDING-MULTIPLE-WHOLES, Section DIVIDING-MULTIPLE-WHOLES-2	POWS2C06	1	Exercise1:Item2:3	2006-11-27 15:41:56.0	2006-11-27 15:41:59.0	2006-11-27 15:41:59.0	2006-11-27 15:41:59.0	3	3		1	0	0	1		
1156146	250vmio9lduc	Unit DIVIDING-GROUPS, Section DIVIDING_GROUPS-3	POG3-27-2-0	1	HowManyPink2	2006-12-14 15:59:12.0	2006-12-14 15:59:21.0	2006-12-14 15:59:21.0	2006-12-14 15:59:21.0	9	9		1	0	0	1	Enter items numerator	24
1156518	250vmio9lduc	Unit EQUIVALENT-FRACTIONS, Section EQUIVALENT-FRACTIONS-5	EQFRAC5CR033-004	1	CompareOriginal	2007-01-08 16:03:58.0	2007-01-08 16:04:09.0	2007-01-08 16:04:09.0	2007-01-08 16:04:09.0	11	11		1	0	0	1	Compare fractions with unlike denominators	10
1157000	250vmio9lduc	Unit FRACTION-OPERATIONS-1, Section FRACTION-OPERATIONS-I-4	FRACOPS4S04-18	1	CommonDenominator	2007-01-22 16:03:09.0	2007-01-22 16:03:23.0	2007-01-22 16:03:23.0	2007-01-22 16:03:23.0	14	14		1	0	0	1	Identify common denominator	49
1157485	250vmio9lduc	Unit MIXED-IMPROPER-FRACTIONS, Section MIXED-IMPROPER-FACTIONS-2	EQFRAC-I-114	1	Shape2:4	2007-01-25 16:10:09.0	2007-01-25 16:10:10.0	2007-01-25 16:10:10.0	2007-01-25 16:10:10.0	1	1		1	0	0	1		
1157986	250xjb0el6ao	Unit LCM, Section lcm-2	LCM-C-04-06	1	LCMCheckbox2:2	2006-11-06 16:37:05.0	2006-11-06 16:37:08.0	2006-11-06 16:37:11.0	2006-11-06 16:37:11.0	6		6	0	1	0	1	Identify number as common multiple	109
1158872	250xjb0el6ao	Unit GCF, Section gcf-1	GCF-06-42	1	GCFCheckbox2:6	2006-11-20 17:09:58.0	2006-11-20 17:09:59.0	2006-11-20 17:09:59.0	2006-11-20 17:09:59.0	1	1		1	0	0	1	Identify number as common factor	319
1159624	250xjb0el6ao	Unit REPRESENTING-FRACTIONS, Section REPRESENTING-FRACTIONS-3	POG3W-31-0	1	CountFirst	2006-12-11 16:36:32.0	2006-12-11 16:36:51.0	2006-12-11 16:36:51.0	2006-12-11 16:36:51.0	19	19		1	0	0	1	Identify number of desired items	19
1164771	250xjb0el6ao	Unit DIVIDING-MULTIPLE-WHOLES, Section DIVIDING-MULTIPLE-WHOLES-3	POWS3S29	1	Question4	2007-01-29 16:34:56.0	2007-01-29 16:35:00.0	2007-01-29 16:35:00.0	2007-01-29 16:35:00.0	4	4		1	0	0	1	Identify number of items	205
1165850	250xjb0el6ao	Unit DIVIDING-GROUPS, Section DIVIDING_GROUPS-3	POG3-24-2-1	1	HowManyTotal	2007-02-05 17:09:35.0	2007-02-05 17:09:57.0	2007-02-05 17:09:57.0	2007-02-05 17:09:57.0	22	22		1	0	0	1	Calculate Total	20
1166089	250xjb0el6ao	Unit EQUIVALENT-FRACTIONS, Section EQUIVALENT-FRACTIONS-2	EQFRAC2C025-18	1	NumberLine	2007-03-01 17:07:41.0	2007-03-01 17:07:45.0	2007-03-01 17:07:50.0	2007-03-01 17:07:50.0	9		9	0	3	0	1		
1166665	250xzqtfj9pt	Unit LCM, Section lcm-2	LCM-C-08-09	1	LCMFactor2:6	2006-11-20 16:46:02.0	2006-11-20 16:46:10.0	2006-11-20 16:46:17.0	2006-11-20 16:46:17.0	15		15	0	1	0	1	List consecutive multiples of a number	241
1167484	250xzqtfj9pt	Unit GCF, Section gcf-1	GCF-08-40	1	MorePairs2:1	2006-11-27 17:09:44.0	2006-11-27 17:09:45.0	2006-11-27 17:09:45.0	2006-11-27 17:09:45.0	1	1		1	0	0	1		
1168709	250xzqtfj9pt	Unit REPRESENTING-FRACTIONS, Section REPRESENTING-FRACTIONS-1	POW1H27	1	Shape1:3	2006-12-21 16:39:57.0	2006-12-21 16:39:58.0	2006-12-21 16:39:58.0	2006-12-21 16:39:58.0	0.5	0.5		1	0	0	1		
1171687	250xzqtfj9pt	Unit DIVIDING-MULTIPLE-WHOLES, Section DIVIDING-MULTIPLE-WHOLES-3	POWS3V06	1	Exercise2:Item1:2	2007-02-05 16:56:10.0	2007-02-05 16:56:11.0	2007-02-05 16:56:11.0	2007-02-05 16:56:11.0	1	1		1	0	0	1		
1173242	250xzqtfj9pt	Unit DIVIDING-GROUPS, Section DIVIDING_GROUPS-1	POG1-22-1	1	TotalGroups2	2007-03-01 17:05:30.0	2007-03-01 17:05:36.0	2007-03-01 17:05:36.0	2007-03-01 17:05:36.0	6	6		1	0	0	1	Enter group denominator	3
1173367	250ynli9nulk	Unit LCM, Section lcm-2	LCM-C-08-09	2	LCMCheckbox1:6	2006-11-06 16:40:27.0	2006-11-06 16:40:31.0	2006-11-06 16:40:31.0	2006-11-06 16:40:31.0	4	4		1	0	0	1	Identify number as common multiple	35
1174499	250ynli9nulk	Unit GCF, Section gcf-1	GCF-16-18	1	FactorPairBox:2:1	2006-12-07 16:34:26.0	2006-12-07 16:34:29.0	2006-12-07 16:34:29.0	2006-12-07 16:34:29.0	3	3		1	0	0	1		
1175272	250ynli9nulk	Unit REPRESENTING-FRACTIONS, Section REPRESENTING-FRACTIONS-4	POG4W-55-0	1	DragMarble:0	2007-01-22 16:47:21.0	2007-01-22 16:47:38.0	2007-01-22 16:47:38.0	2007-01-22 16:48:02.0	18	18		1	1	0	1		
1177068	250ynli9nulk	Unit DIVIDING-MULTIPLE-WHOLES, Section DIVIDING-MULTIPLE-WHOLES-1	POWS1V15	1	Exercise2:Item4:2	2007-02-21 17:09:20.0	2007-02-21 17:09:22.0	2007-02-21 17:09:22.0	2007-02-21 17:09:22.0	2	2		1	0	0	1		
1178501	250zcg2bd4c6	Unit PICTURE-ALGEBRA-1, Section PICTURE-ALGEBRA-I-2	PICTALG2SU428	1	Bar2	2006-12-11 16:51:38.0	2006-12-11 16:51:40.0	2006-12-11 16:51:40.0	2006-12-11 16:51:40.0	2	2		1	0	0	1	Draw smaller bar -- addition/subtraction	36
1179251	250zcg2bd4c6	Unit LCM, Section lcm-1	LCM-02-10	1	LCMFactor2:1	2007-01-04 16:45:55.0	2007-01-04 16:45:58.0	2007-01-04 16:45:58.0	2007-01-04 16:45:58.0	3	3		1	0	0	1	List consecutive multiples of a number	344
1180368	250zcg2bd4c6	Unit GCF, Section gcf-1	GCF-14-44	1	FactorPairBox:2:4	2007-02-01 16:52:36.0	2007-02-01 16:52:37.0	2007-02-01 16:52:37.0	2007-02-01 16:52:37.0	1	1		1	0	0	1	List factor of large number	115
1181708	250zitpye1bb	Unit GCF, Section gcf-2	GCF-C-04-28	2	GCFCheckbox2:6	2006-11-20 16:46:18.0	2006-11-20 16:46:19.0	2006-11-20 16:46:19.0	2006-11-20 16:46:19.0	0.5	0.5		1	0	0	1	Identify number as common factor	199
1182170	250zitpye1bb	Unit REPRESENTING-FRACTIONS, Section REPRESENTING-FRACTIONS-4	POG4W-03-0	1	HowManyPink	2006-12-07 17:01:17.0	2006-12-07 17:01:21.0	2006-12-07 17:01:21.0	2006-12-07 17:01:21.0	4	4		1	0	0	1	Identify number of desired items	28
1185296	250zitpye1bb	Unit DIVIDING-MULTIPLE-WHOLES, Section DIVIDING-MULTIPLE-WHOLES-2	POWS2S04	1	Exercise1:Item2:2	2007-01-25 16:50:52.0	2007-01-25 16:51:04.0	2007-01-25 16:51:04.0	2007-01-25 16:51:04.0	12	12		1	0	0	1		
1187219	250zitpye1bb	Unit DIVIDING-GROUPS, Section DIVIDING_GROUPS-3	POG3-09-17-1	1	HowManyTotal2	2007-02-05 17:04:21.0	2007-02-05 17:04:25.0	2007-02-05 17:04:25.0	2007-02-05 17:04:25.0	4	4		1	0	0	1	Enter items denominator	20
1187533	250zitpye1bb	Unit EQUIVALENT-FRACTIONS, Section EQUIVALENT-FRACTIONS-2	EQFRAC2S002-18	1	MultiplyBy	2007-03-01 17:02:33.0	2007-03-01 17:02:37.0	2007-03-01 17:02:37.0	2007-03-01 17:02:37.0	4	4		1	0	0	1	Identify multiplier in written question -- number line	16
1187744	250246nr7s36	Unit DIVIDING-MULTIPLE-WHOLES, Section DIVIDING-MULTIPLE-WHOLES-1	POWS1C22	1	Exercise1:Item2:7	2006-11-02 13:40:57.0	2006-11-02 13:41:00.0	2006-11-02 13:41:00.0	2006-11-02 13:41:00.0	3	3		1	0	0	1		
